Value,REG_CODE_7,REG_NAME_7,MVG_NAME,MVS_NAME,count,pct,count.Extant,pct.Extant,EFG_DK,EFG_IBRA_MVS,EFG_IBRA_MVG,EGF_CM,EFG_combined
2767,TNS,Tasmanian Northern Slopes,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",7521,0.001,9515,0.0012,"F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2","F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2","F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2",,"F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2"
2768,TNS,Tasmanian Northern Slopes,Mallee Open Woodlands and Sparse Mallee Shrublands,"Freshwater, dams, lakes, lagoons or aquatic plants",453,0.0001,,,,"F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2",,,"F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2"
2769,TNS,Tasmanian Northern Slopes,Eucalypt Open Woodlands,Eucalyptus open woodlands with shrubby understorey,157,0,157,0,T4.4,T4.4,T4.4,,T4.4
2770,TNS,Tasmanian Northern Slopes,Eucalypt Open Woodlands,Eucalyptus low open woodlands with a shrubby understorey,1,0,,,,,T4.4,,T4.4
2771,TNS,Tasmanian Northern Slopes,Eucalypt Tall Open Forests,Eucalyptus tall open forest with a fine-leaved shrubby understorey,66256,0.0086,51907,0.0068,T2.5,T2.5,T2.5,,T2.5
2772,TNS,Tasmanian Northern Slopes,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus tall open forest with a fine-leaved shrubby understorey,3,0,,,,T2.5,"F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2",,T2.5
2773,TNS,Tasmanian Northern Slopes,Other Forests and Woodlands,Leptospermum forests and woodlands,258,0,222,0,TF1.6,TF1.6,"T2.6, 0.8; T4.4, 0.2",,TF1.6
2774,TNS,Tasmanian Northern Slopes,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",33904,0.0044,33927,0.0044,"T2.5, 0.8; T2.6, 0.2","T2.5, 0.8; T2.6, 0.2",T2.6,,"T2.5, 0.8; T2.6, 0.2"
2775,TNS,Tasmanian Northern Slopes,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",1930,0.0003,,,,T2.5,T2.5,,T2.5
2776,TNS,Tasmanian Northern Slopes,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",432,0.0001,230,0,T2.5,T2.5,T2.6,,T2.5
2777,TNS,Tasmanian Northern Slopes,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",4183,0.0005,4097,0.0005,TF1.6,TF1.6,TF1.6,,TF1.6
2778,TNS,Tasmanian Northern Slopes,"Inland aquatic - freshwater, salt lakes, lagoons","Sedgelands, rushes or reeds",2,0,,,,TF1.6,"F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2",,TF1.6
2779,TNS,Tasmanian Northern Slopes,Other Open Woodlands,Other open woodlands,9,0,9,0,"T2.3, 0.51; T6.4, 0.49","T2.3, 0.51; T6.4, 0.49","T2.3, 0.51; T6.4, 0.49",,"T2.3, 0.51; T6.4, 0.49"
2780,TNS,Tasmanian Northern Slopes,Unclassified native vegetation,Unclassified native vegetation,1091,0.0001,1048,0.0001,"T2.5, 0.1; T7.4, 0.9","T2.5, 0.1; T7.4, 0.9","T2.5, 0.1; T7.4, 0.9",,"T2.5, 0.1; T7.4, 0.9"
2781,TNS,Tasmanian Northern Slopes,"Inland aquatic - freshwater, salt lakes, lagoons",Unknown/no data,1,0,,,,,"F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2",,"F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2"
2782,TNS,Tasmanian Northern Slopes,Mallee Open Woodlands and Sparse Mallee Shrublands,Unknown/no data,6664,0.0009,,,,,,,
2783,TSE,Tasmanian South East,Rainforests and Vine Thickets,Cool temperate rainforest,831,0.0001,809,0.0001,T2.3,T2.3,T2.3,,T2.3
2784,TSE,Tasmanian South East,Eucalypt Tall Open Forests,Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),64753,0.0084,40323,0.0052,T2.5,T2.5,T2.5,,T2.5
2785,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),1,0,,,,T2.5,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,T2.5
2786,TSE,Tasmanian South East,Eucalypt Open Forests,Eucalyptus open forests with a shrubby understorey,496617,0.0646,300863,0.0391,T2.6,T2.6,T2.6,,T2.6
2787,TSE,Tasmanian South East,Eucalypt Low Open Forests,Eucalyptus open forests with a shrubby understorey,4537,0.0006,2469,0.0003,"T4.4, 0.6; T2.6, 0.4",T2.6,"T4.4, 0.6; T2.6, 0.4",,"T4.4, 0.6; T2.6, 0.4"
2788,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus open forests with a shrubby understorey,33,0,,,,T2.6,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,T2.6
2789,TSE,Tasmanian South East,Eucalypt Open Forests,Eucalyptus open forests with a grassy understorey,58905,0.0077,,,,,T2.6,,T2.6
2790,TSE,Tasmanian South East,"Other Grasslands, Herblands, Sedgelands and Rushlands",Eucalyptus open forests with a grassy understorey,1,0,,,,,T4.5,,T4.5
2791,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus open forests with a grassy understorey,5,0,,,,,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1"
2792,TSE,Tasmanian South East,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,249538,0.0325,190915,0.0248,T2.6,T2.6,T2.6,,T2.6
2793,TSE,Tasmanian South East,"Other Grasslands, Herblands, Sedgelands and Rushlands",Eucalyptus woodlands with a shrubby understorey,1,0,,,,T2.6,T4.5,,T2.6
2794,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus woodlands with a shrubby understorey,63,0,,,,T2.6,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,T2.6
2795,TSE,Tasmanian South East,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,74071,0.0096,59249,0.0077,T4.4,T4.4,T2.6,,T4.4
2796,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus woodlands with a tussock grass understorey,31,0,,,,T4.4,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,T4.4
2797,TSE,Tasmanian South East,Callitris Forests and Woodlands,Callitris forests and woodlands,702,0.0001,699,0.0001,,,,,
2798,TSE,Tasmanian South East,Acacia Forests and Woodlands,Other Acacia forests and woodlands,281,0,,,,,,,
2799,TSE,Tasmanian South East,Melaleuca Forests and Woodlands,Melaleuca open forests and woodlands,97,0,97,0,TF1.6,TF1.6,TF1.6,,TF1.6
2800,TSE,Tasmanian South East,Other Forests and Woodlands,Other forests and woodlands,10539,0.0014,10539,0.0014,"T2.6, 0.6; T4.4, 0.3; T4.5, 0.1","T2.6, 0.6; T4.4, 0.3; T4.5, 0.1","T2.6, 0.6; T4.4, 0.3; T4.5, 0.1",,"T2.6, 0.6; T4.4, 0.3; T4.5, 0.1"
2801,TSE,Tasmanian South East,"Naturally bare - sand, rock, claypan, mudflat","Boulders/rock with algae, lichen or scattered plants, or alpine fjaeldmarks",1128,0.0001,1126,0.0001,"T3.2, 0.6; MT1.1, 0.1; MT2.1, 0.3","T3.2, 0.6; MT1.1, 0.1; MT2.1, 0.3","T3.2, 0.6; MT1.1, 0.1; MT2.1, 0.3",,"T3.2, 0.6; MT1.1, 0.1; MT2.1, 0.3"
2802,TSE,Tasmanian South East,Acacia Shrublands,Other Acacia tall open shrublands and [tall] shrublands,1220,0.0002,1230,0.0002,TF1.2,TF1.2,TF1.2,,TF1.2
2803,TSE,Tasmanian South East,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,34,0,,,,,,,
2804,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons",Casuarina and Allocasuarina forests and woodlands,1,0,,,,,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1"
2805,TSE,Tasmanian South East,Low Closed Forests and Tall Closed Shrublands,"Low closed forest or tall closed shrublands (including Acacia, Melaleuca and Banksia)",23330,0.003,23069,0.003,"T3.2, 0.6; T2.6, 0.4","T3.2, 0.6; T2.6, 0.4","T3.2, 0.6; T2.6, 0.4",,"T3.2, 0.6; T2.6, 0.4"
2806,TSE,Tasmanian South East,Other Shrublands,"Low closed forest or tall closed shrublands (including Acacia, Melaleuca and Banksia)",4,0,,,,"T3.2, 0.6; T2.6, 0.4",T3.2,,"T3.2, 0.6; T2.6, 0.4"
2807,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons","Low closed forest or tall closed shrublands (including Acacia, Melaleuca and Banksia)",8,0,,,,"T3.2, 0.6; T2.6, 0.4","FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,"T3.2, 0.6; T2.6, 0.4"
2808,TSE,Tasmanian South East,Mallee Woodlands and Shrublands,Mallee with a dense shrubby understorey,7,0,7,0,T3.2,T3.2,T2.6,,T3.2
2809,TSE,Tasmanian South East,Heathlands,Heathlands,5330,0.0007,4608,0.0006,T3.2,T3.2,T3.2,,T3.2
2810,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons",Heathlands,68,0,,,,T3.2,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,T3.2
2811,TSE,Tasmanian South East,Other Shrublands,Other shrublands,3515,0.0005,3212,0.0004,T3.2,T3.2,T3.2,,T3.2
2812,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons",Other shrublands,10,0,,,,T3.2,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,T3.2
2813,TSE,Tasmanian South East,Heathlands,Temperate tussock grasslands,59268,0.0077,,,,"T4.4, 0.49; T4.5, 0.51",T3.2,,"T4.4, 0.49; T4.5, 0.51"
2814,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons",Temperate tussock grasslands,2,0,,,,"T4.4, 0.49; T4.5, 0.51","FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,"T4.4, 0.49; T4.5, 0.51"
2815,TSE,Tasmanian South East,Heathlands,Other tussock grasslands,546,0.0001,,,,"MT2.1, 0.49; MT2.2, 0.51",T3.2,,"MT2.1, 0.49; MT2.2, 0.51"
2816,TSE,Tasmanian South East,"Other Grasslands, Herblands, Sedgelands and Rushlands","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",8613,0.0011,8595,0.0011,T4.5,T4.5,T4.5,,T4.5
2817,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",7,0,,,,T4.5,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,T4.5
2818,TSE,Tasmanian South East,"Chenopod Shrublands, Samphire Shrublands and Forblands","Mixed chenopod, samphire +/- forbs",2663,0.0003,2155,0.0003,MFT1.3,MFT1.3,MFT1.3,,MFT1.3
2819,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons","Mixed chenopod, samphire +/- forbs",16,0,,,,MFT1.3,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,MFT1.3
2820,TSE,Tasmanian South East,"Other Grasslands, Herblands, Sedgelands and Rushlands",Saline or brackish sedgelands or grasslands,734,0.0001,684,0.0001,MFT1.3,MFT1.3,T4.5,,MFT1.3
2821,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons",Saline or brackish sedgelands or grasslands,1,0,,,,MFT1.3,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,MFT1.3
2822,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons","Naturally bare, sand, rock, claypan, mudflat",2,0,,,,"MT1.1, 0.1; MT1.3, 0.4; MT2.1, 0.5","FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,"MT1.1, 0.1; MT1.3, 0.4; MT2.1, 0.5"
2823,TSE,Tasmanian South East,"Naturally bare - sand, rock, claypan, mudflat","Naturally bare, sand, rock, claypan, mudflat",688,0.0001,705,0.0001,"MT1.1, 0.1; MT1.3, 0.4; MT2.1, 0.5","MT1.1, 0.1; MT1.3, 0.4; MT2.1, 0.5","T3.2, 0.6; MT1.1, 0.1; MT2.1, 0.3",,"MT1.1, 0.1; MT1.3, 0.4; MT2.1, 0.5"
2824,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",569,0.0001,12777,0.0017,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1","FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1","FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1"
2825,TSE,Tasmanian South East,Mallee Open Woodlands and Sparse Mallee Shrublands,"Freshwater, dams, lakes, lagoons or aquatic plants",909,0.0001,,,,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1"
2826,TSE,Tasmanian South East,Eucalypt Open Woodlands,Eucalyptus open woodlands with shrubby understorey,570,0.0001,499,0.0001,T4.5,T4.5,T4.5,,T4.5
2827,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus open woodlands with shrubby understorey,3,0,,,,T4.5,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,T4.5
2828,TSE,Tasmanian South East,Eucalypt Open Woodlands,Eucalyptus open woodlands with a grassy understorey,32,0,,,,,T4.5,,T4.5
2829,TSE,Tasmanian South East,Other Shrublands,Melaleuca shrublands and open shrublands,417,0.0001,347,0,T2.6,T2.6,T3.2,,T2.6
2830,TSE,Tasmanian South East,Eucalypt Tall Open Forests,Eucalyptus tall open forest with a fine-leaved shrubby understorey,23949,0.0031,21548,0.0028,T2.5,T2.5,T2.5,,T2.5
2831,TSE,Tasmanian South East,Other Forests and Woodlands,Leptospermum forests and woodlands,90,0,90,0,TF1.6,TF1.6,"T2.6, 0.6; T4.4, 0.3; T4.5, 0.1",,TF1.6
2832,TSE,Tasmanian South East,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",6993,0.0009,6993,0.0009,T2.6,T2.6,T2.6,,T2.6
2833,TSE,Tasmanian South East,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",761,0.0001,,,,T2.5,T2.5,,T2.5
2834,TSE,Tasmanian South East,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",4028,0.0005,3876,0.0005,T2.5,T2.5,T2.6,,T2.5
2835,TSE,Tasmanian South East,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,90,0,90,0,T2.6,T2.6,T2.6,,T2.6
2836,TSE,Tasmanian South East,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",7676,0.001,7365,0.001,"TF1.3, 0.8, F2.2, 0.1; TF1.6, 0.1","TF1.3, 0.8, F2.2, 0.1; TF1.6, 0.1",T4.5,,"TF1.3, 0.8, F2.2, 0.1; TF1.6, 0.1"
2837,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons","Sedgelands, rushes or reeds",109,0,,,,"TF1.3, 0.8, F2.2, 0.1; TF1.6, 0.1","FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,"TF1.3, 0.8, F2.2, 0.1; TF1.6, 0.1"
2838,TSE,Tasmanian South East,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other grasslands,26,0,9,0,MT2.1,MT2.1,T4.5,,MT2.1
2839,TSE,Tasmanian South East,Unclassified native vegetation,Unclassified native vegetation,864,0.0001,828,0.0001,"T2.6, 0.1; T7.4, 0.9","T2.6, 0.1; T7.4, 0.9","T2.6, 0.1; T7.4, 0.9",,"T2.6, 0.1; T7.4, 0.9"
2840,TSE,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons",Unknown/no data,52,0,,,,,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1",,"FM1.2, 0.6; F2.2, 0.2; F3.1, 0.1; F1.1, 0.1"
2841,TSE,Tasmanian South East,Mallee Open Woodlands and Sparse Mallee Shrublands,Unknown/no data,5121,0.0007,,,,,,,
2842,TSR,Tasmanian Southern Ranges,Rainforests and Vine Thickets,Cool temperate rainforest,91080,0.0119,90572,0.0118,T2.3,T2.3,T2.3,,T2.3
2843,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons",Cool temperate rainforest,9,0,,,,T2.3,F2.2,,T2.3
2844,TSR,Tasmanian Southern Ranges,Eucalypt Tall Open Forests,Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),201946,0.0263,167605,0.0218,T2.5,T2.5,T2.5,,T2.5
2845,TSR,Tasmanian Southern Ranges,Eucalypt Open Forests,Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),5,0,,,,T2.5,T2.6,,T2.5
2846,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),2,0,,,,T2.5,F2.2,,T2.5
2847,TSR,Tasmanian Southern Ranges,Eucalypt Open Forests,Eucalyptus open forests with a shrubby understorey,99212,0.0129,89591,0.0117,T2.6,T2.6,T2.6,,T2.6
2848,TSR,Tasmanian Southern Ranges,Eucalypt Low Open Forests,Eucalyptus open forests with a shrubby understorey,18841,0.0025,18782,0.0024,T4.4,T2.6,T4.4,,T4.4
2849,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus open forests with a shrubby understorey,80,0,,,,T2.6,F2.2,,T2.6
2850,TSR,Tasmanian Southern Ranges,Eucalypt Open Forests,Eucalyptus open forests with a grassy understorey,2304,0.0003,,,,,T2.6,,T2.6
2851,TSR,Tasmanian Southern Ranges,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,80457,0.0105,56802,0.0074,T2.6,T2.6,T2.6,,T2.6
2852,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus woodlands with a shrubby understorey,9,0,,,,T2.6,F2.2,,T2.6
2853,TSR,Tasmanian Southern Ranges,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,5067,0.0007,664,0.0001,T4.4,T4.4,T2.6,,T4.4
2854,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus woodlands with a tussock grass understorey,13,0,,,,T4.4,F2.2,,T4.4
2855,TSR,Tasmanian Southern Ranges,Acacia Forests and Woodlands,Other Acacia forests and woodlands,724,0.0001,,,,,,,
2856,TSR,Tasmanian Southern Ranges,Melaleuca Forests and Woodlands,Melaleuca open forests and woodlands,786,0.0001,786,0.0001,TF1.6,TF1.6,TF1.6,,TF1.6
2857,TSR,Tasmanian Southern Ranges,Other Forests and Woodlands,Other forests and woodlands,93,0,93,0,T2.6,T2.6,TF1.6,,T2.6
2858,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons",Other forests and woodlands,1,0,,,,T2.6,F2.2,,T2.6
2859,TSR,Tasmanian Southern Ranges,"Naturally bare - sand, rock, claypan, mudflat","Boulders/rock with algae, lichen or scattered plants, or alpine fjaeldmarks",885,0.0001,889,0.0001,"T6.4, 0.6, 0.6; MT1.1, 0.1; MT2.1, 0.3","T6.4, 0.6, 0.6; MT1.1, 0.1; MT2.1, 0.3","T6.4, 0.6, 0.6; MT1.1, 0.1; MT2.1, 0.3",,"T6.4, 0.6, 0.6; MT1.1, 0.1; MT2.1, 0.3"
2860,TSR,Tasmanian Southern Ranges,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,1,0,,,,,,,
2861,TSR,Tasmanian Southern Ranges,Low Closed Forests and Tall Closed Shrublands,"Low closed forest or tall closed shrublands (including Acacia, Melaleuca and Banksia)",30307,0.0039,30172,0.0039,"TF1.6, 0.8; T2.6, 0.2","TF1.6, 0.8; T2.6, 0.2","TF1.6, 0.8; T2.6, 0.2",,"TF1.6, 0.8; T2.6, 0.2"
2862,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons","Low closed forest or tall closed shrublands (including Acacia, Melaleuca and Banksia)",7,0,,,,"TF1.6, 0.8; T2.6, 0.2",F2.2,,"TF1.6, 0.8; T2.6, 0.2"
2863,TSR,Tasmanian Southern Ranges,Mallee Woodlands and Shrublands,Mallee with a dense shrubby understorey,18,0,18,0,T3.2,T3.2,T3.2,,T3.2
2864,TSR,Tasmanian Southern Ranges,Heathlands,Heathlands,11183,0.0015,11093,0.0014,"T6.4, 0.6; TF1.6, 0.4","T6.4, 0.6; TF1.6, 0.4","T6.4, 0.6; TF1.6, 0.4",,"T6.4, 0.6; TF1.6, 0.4"
2865,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons",Heathlands,2,0,,,,"T6.4, 0.6; TF1.6, 0.4",F2.2,,"T6.4, 0.6; TF1.6, 0.4"
2866,TSR,Tasmanian Southern Ranges,Other Shrublands,Other shrublands,4841,0.0006,4800,0.0006,"T3.2, 0.4; T6.4, 0.6","T3.2, 0.4; T6.4, 0.6","T3.2, 0.4; T6.4, 0.6",,"T3.2, 0.4; T6.4, 0.6"
2867,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons",Other shrublands,1,0,,,,"T3.2, 0.4; T6.4, 0.6",F2.2,,"T3.2, 0.4; T6.4, 0.6"
2868,TSR,Tasmanian Southern Ranges,Heathlands,Temperate tussock grasslands,1396,0.0002,,,,"T4.4, 0.49; T4.5, 0.51","T6.4, 0.6; TF1.6, 0.4",,"T4.4, 0.49; T4.5, 0.51"
2869,TSR,Tasmanian Southern Ranges,Heathlands,Other tussock grasslands,33,0,,,,"MT2.1, 0.51; MT2.2, 0.49","T6.4, 0.6; TF1.6, 0.4",,"MT2.1, 0.51; MT2.2, 0.49"
2870,TSR,Tasmanian Southern Ranges,"Other Grasslands, Herblands, Sedgelands and Rushlands","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",1577,0.0002,1573,0.0002,T6.4,T6.4,"TF1.6, 0.9; T6.4, 0.1",,T6.4
2871,TSR,Tasmanian Southern Ranges,"Chenopod Shrublands, Samphire Shrublands and Forblands","Mixed chenopod, samphire +/- forbs",1867,0.0002,1870,0.0002,T6.4,T6.4,T6.4,,T6.4
2872,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons","Mixed chenopod, samphire +/- forbs",1,0,,,,T6.4,F2.2,,T6.4
2873,TSR,Tasmanian Southern Ranges,"Other Grasslands, Herblands, Sedgelands and Rushlands",Saline or brackish sedgelands or grasslands,335,0,320,0,MFT1.3,MFT1.3,"TF1.6, 0.9; T6.4, 0.1",,MFT1.3
2874,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons",Saline or brackish sedgelands or grasslands,3,0,,,,MFT1.3,F2.2,,MFT1.3
2875,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons","Naturally bare, sand, rock, claypan, mudflat",2,0,,,,"MT1.1, 0.1; MT1.3, 0.4; MT2.1, 0.5",F2.2,,"MT1.1, 0.1; MT1.3, 0.4; MT2.1, 0.5"
2876,TSR,Tasmanian Southern Ranges,"Naturally bare - sand, rock, claypan, mudflat","Naturally bare, sand, rock, claypan, mudflat",246,0,177,0,"MT1.1, 0.1; MT1.3, 0.4; MT2.1, 0.5","MT1.1, 0.1; MT1.3, 0.4; MT2.1, 0.5","T6.4, 0.6, 0.6; MT1.1, 0.1; MT2.1, 0.3",,"MT1.1, 0.1; MT1.3, 0.4; MT2.1, 0.5"
2877,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",450,0.0001,14391,0.0019,F2.2,F2.2,F2.2,,F2.2
2878,TSR,Tasmanian Southern Ranges,Mallee Open Woodlands and Sparse Mallee Shrublands,"Freshwater, dams, lakes, lagoons or aquatic plants",7674,0.001,,,,F2.2,,,F2.2
2879,TSR,Tasmanian Southern Ranges,Eucalypt Open Woodlands,Eucalyptus open woodlands with shrubby understorey,112,0,112,0,T4.4,T4.4,T4.4,,T4.4
2880,TSR,Tasmanian Southern Ranges,Other Shrublands,Melaleuca shrublands and open shrublands,1768,0.0002,1768,0.0002,"TF1.6, 0.8; T6.4, 0.2","TF1.6, 0.8; T6.4, 0.2","T3.2, 0.4; T6.4, 0.6",,"TF1.6, 0.8; T6.4, 0.2"
2881,TSR,Tasmanian Southern Ranges,Eucalypt Open Woodlands,Eucalyptus low open woodlands with a shrubby understorey,2,0,,,,,T4.4,,T4.4
2882,TSR,Tasmanian Southern Ranges,Eucalypt Tall Open Forests,Eucalyptus tall open forest with a fine-leaved shrubby understorey,66680,0.0087,57907,0.0075,T2.5,T2.5,T2.5,,T2.5
2883,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus tall open forest with a fine-leaved shrubby understorey,14,0,,,,T2.5,F2.2,,T2.5
2884,TSR,Tasmanian Southern Ranges,Other Forests and Woodlands,Leptospermum forests and woodlands,19112,0.0025,19134,0.0025,TF1.6,TF1.6,TF1.6,,TF1.6
2885,TSR,Tasmanian Southern Ranges,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",40343,0.0053,40343,0.0052,"T2.5, 0.8; T2.6, 0.2","T2.5, 0.8; T2.6, 0.2",T2.6,,"T2.5, 0.8; T2.6, 0.2"
2886,TSR,Tasmanian Southern Ranges,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",6900,0.0009,,,,T2.5,T2.5,,T2.5
2887,TSR,Tasmanian Southern Ranges,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",2110,0.0003,2101,0.0003,T2.5,T2.5,T2.6,,T2.5
2888,TSR,Tasmanian Southern Ranges,"Inland aquatic - freshwater, salt lakes, lagoons","Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",1,0,,,,T2.5,F2.2,,T2.5
